eli,Precipitacion,Humedad,'Direccion del Viento','Velocidad del Viento',Temperatura_
4230,0,40,43,7,4.0
15435,0,53,41,15,3.0
33131,0,1,122,26,3.0
4685,0,59,147,40,6.0
36593,0,64,181,23,5.0
40099,0,37,144,46,7.0
23925,0,1,110,36,3.0
17196,0,68,179,43,5.0
6841,47,94,257,13,4.0
32593,0,48,58,8,4.0
15140,0,43,153,14,5.0
22013,0,46,308,34,4.0
12368,0,68,163,32,5.0
15143,0,46,129,48,5.0
10223,5,1,177,13,3.0
33145,0,1,173,12,3.0
3244,0,26,120,69,5.0
35382,0,87,4,6,3.0
18070,2,1,231,8,3.0
32238,0,65,334,10,3.0
6171,0,95,126,5,3.0
22189,0,53,333,11,4.0
35488,0,1,126,7,3.0
9127,0,66,11,52,3.0
7504,0,79,154,27,5.0
39684,0,53,356,19,3.0
557,0,83,353,8,5.0
20437,0,31,205,12,7.0
9559,0,70,343,17,3.0
37037,0,58,338,13,4.0
3842,0,66,169,33,5.0
825,0,68,346,35,4.0
33677,2,87,19,6,3.0
30114,0,28,164,37,6.0
25458,0,47,124,39,7.0
1595,0,78,11,6,3.0
4986,0,29,4,7,4.0
21777,0,45,201,58,3.0
15964,0,26,353,13,3.0
11588,9,1,187,12,3.0
30303,0,19,175,36,6.0
15797,0,84,224,7,3.0
11639,0,1,201,11,4.0
18447,0,78,172,28,6.0
28,0,91,326,12,4.0
15772,0,83,97,7,4.0
14610,0,75,340,10,3.0
33418,0,71,9,7,3.0
34826,0,89,335,14,3.0
5724,0,17,182,24,6.0
39157,0,37,298,34,3.0
22876,0,49,47,9,3.0
38538,0,37,182,31,5.0
16270,2,1,173,12,3.0
8073,0,75,4,22,4.0
18876,0,64,22,10,3.0
23620,0,65,280,7,4.0
26017,2,1,302,9,3.0
12452,0,87,10,9,3.0
6203,2,1,194,7,3.0
5818,0,8,150,29,5.0
20700,0,25,284,41,8.0
21422,0,18,113,69,8.0
13700,0,56,224,30,4.0
16000,0,27,167,39,5.0
26906,0,67,353,7,3.0
24873,0,69,347,11,4.0
10287,0,55,162,7,6.0
88,0,1,200,6,4.0
28297,0,65,22,4,4.0
9588,0,54,27,17,3.0
8733,0,72,114,55,4.0
23313,0,75,352,18,3.0
5750,0,15,115,52,6.0
36750,0,94,310,9,2.0
19885,0,61,156,13,5.0
37989,0,31,153,38,6.0
27750,0,62,3,8,4.0
10611,38,95,321,18,4.0
24983,2,94,1,96,4.0
33927,0,1,180,8,2.0
1610,0,84,336,22,3.0
33151,0,95,200,18,4.0
756,0,73,122,38,6.0
18294,0,75,44,4,4.0
2109,0,54,309,36,4.0
40156,0,60,293,7,4.0
22614,0,92,126,7,3.0
8438,0,65,143,7,4.0
40004,0,53,167,31,5.0
19990,0,82,354,9,4.0
18462,2,1,204,10,4.0
7193,0,72,175,8,5.0
22221,0,46,123,55,5.0
40696,0,44,130,42,7.0
34665,0,75,65,12,4.0
19456,0,77,182,18,6.0
16626,0,59,120,72,6.0
13633,0,80,16,10,3.0
18143,15,1,301,23,3.0
32070,0,33,40,10,3.0
39416,0,50,48,17,4.0
35385,0,81,22,5,3.0
12325,0,91,158,11,4.0
16730,0,95,297,17,3.0
13007,0,58,314,39,4.0
25543,0,69,359,6,4.0
39524,0,38,130,44,6.0
39670,0,59,187,24,5.0
23863,0,84,312,8,3.0
24702,0,62,25,10,4.0
36686,0,57,18,10,3.0
13006,0,80,326,39,4.0
34034,2,92,1,96,3.0
28706,0,60,337,14,3.0
24662,0,80,214,12,5.0
28450,0,50,327,14,4.0
30390,0,45,41,10,4.0
17291,0,75,251,5,4.0
8228,0,73,148,38,5.0
7788,19,1,303,5,3.0
27036,2,83,192,10,4.0
8428,0,64,116,8,4.0
39312,0,43,182,31,5.0
18657,0,79,10,10,4.0
29814,0,44,356,19,3.0
29801,0,37,120,47,6.0
32382,0,23,21,15,3.0
33533,0,91,109,11,3.0
31531,0,89,177,5,3.0
29475,0,32,58,7,4.0
25376,0,71,38,7,4.0
5817,0,96,244,8,4.0
29024,0,40,342,40,4.0
40608,0,91,40,13,4.0
11241,0,1,62,5,3.0
1804,0,47,54,26,5.0
8676,0,86,73,8,2.0
29172,0,13,262,13,7.0
10507,0,73,134,41,6.0
25943,0,90,258,6,3.0
34686,0,68,351,18,4.0
11654,0,84,197,7,5.0
12704,0,73,352,8,4.0
25425,0,78,337,14,4.0
15579,0,89,332,22,3.0
5226,0,47,15,13,3.0
3964,0,36,68,6,4.0
18830,0,81,170,25,5.0
35530,0,89,330,15,2.0
39223,0,62,346,7,3.0
17337,16,1,343,9,3.0
20441,0,38,198,28,5.0
8028,0,71,56,12,4.0
13755,0,50,29,22,3.0
8061,0,65,169,19,6.0
106,0,82,115,48,5.0
2010,0,27,118,52,6.0
10292,0,82,182,18,4.0
27662,0,61,178,32,5.0
29142,0,46,318,9,4.0
14382,0,47,201,11,3.0
20320,0,38,173,33,8.0
6261,0,1,63,8,2.0
7199,0,83,158,16,5.0
19839,0,78,194,17,5.0
18738,0,73,169,38,6.0
35429,2,1,104,17,3.0
25674,2,84,180,22,5.0
37616,0,38,42,11,3.0
9013,0,94,28,10,3.0
6799,1,1,7,7,3.0
7208,0,1,174,12,3.0
1998,0,45,355,15,4.0
25928,0,66,43,13,3.0
28544,0,47,7,34,5.0
21353,0,32,154,34,5.0
1383,0,57,126,47,6.0
14445,0,54,315,6,2.0
37836,0,62,22,9,2.0
19289,0,84,141,33,6.0
32460,0,38,178,28,6.0
34759,0,72,332,10,4.0
27457,0,70,355,10,4.0
23718,0,86,71,9,3.0
5547,0,71,72,6,4.0
9771,0,56,347,17,2.0
4309,0,39,81,11,3.0
11251,0,1,117,27,3.0
20200,0,45,136,46,6.0
33231,0,83,112,5,3.0
16315,0,82,111,42,5.0
28091,0,53,12,13,5.0
33933,0,1,160,12,2.0
10973,0,92,5,17,3.0
1991,0,60,8,8,4.0
14126,0,38,161,39,6.0
19083,0,92,334,17,4.0
33770,0,83,184,7,2.0
19541,0,61,352,25,5.0
15621,0,71,144,30,5.0
37418,0,81,343,6,3.0
18500,0,1,163,22,4.0
14529,0,48,161,19,5.0
20988,0,30,163,27,7.0
15432,0,39,161,32,5.0
3231,0,47,330,18,3.0
36329,0,48,246,14,7.0
5094,0,36,180,34,5.0
13802,0,49,17,13,3.0
40477,0,71,194,9,4.0
23816,0,88,223,6,3.0
16176,0,90,316,13,3.0
2656,0,28,23,15,3.0
29883,0,21,20,19,4.0
23961,0,1,333,11,2.0
25694,0,84,172,24,5.0
33316,0,1,246,11,3.0
25123,0,47,123,45,6.0
29499,0,33,45,11,3.0
30654,0,64,355,10,3.0
34683,2,80,343,27,4.0
13983,0,49,164,34,5.0
19242,0,75,170,25,6.0
20178,0,47,137,40,6.0
33963,18,92,1,96,2.0
24976,0,71,143,36,6.0
40814,0,73,207,15,5.0
24404,0,95,147,22,3.0
