eli,DISTRITO,CULTIVO
437,LIMA-YAUYOS-CACRA,Ajo
438,LIMA-YAUYOS-CHOCOS,Olluco
439,LIMA-YAUYOS-HUANGASCAR,Olluco
440,LIMA-YAUYOS-HUANTAN,Papa blanca
441,LIMA-YAUYOS-LINCHA,Yuca
442,LIMA-YAUYOS-MADEAN,Olluco
443,LIMA-YAUYOS-VIYAC,Olluco
444,LIMA-YAUYOS-VITIS,Cebada grano
445,MOQUEGUA-GENERAL SANCHEZ CERRO-COALAQUE,Haba grano seco
446,PASCO-DANIEL ALCIDES CARRION-GOYLLARISQUIZGA,Papa blanca
447,PASCO-DANIEL ALCIDES CARRION-SAN PEDRO DE PILLAO,Zanahoria
448,PASCO-DANIEL ALCIDES CARRION-TAPUC,Papa nativa
449,PASCO-DANIEL ALCIDES CARRION-VILCABAMBA,Arveja grano seco
450,PUNO-PUNO-PLATERIA,Arveja grano seco
451,PUNO-AZANGARO-JOSE D. CHOQUEHUANCA,Cebada grano
452,PUNO-AZANGARO-TIRAPATA,Quinua
453,PUNO-YUNGUYO-ANAPIA,Quinua
454,PUNO-YUNGUYO-CUTURAPI,Olluco
455,PUNO-YUNGUYO-CUTURAPI,Trigo
456,TACNA-TACNA-CORONEL GREGORIO ALBARRACIN LANCHIPA,Camote
457,TACNA-TACNA-CORONEL GREGORIO ALBARRACIN LANCHIPA,Cebolla cabeza roja
458,TACNA-JORGE BASADRE-ITE,Cebolla cabeza roja
459,AMAZONAS-CHACHAPOYAS-MAGDALENA,Yuca
460,AMAZONAS-BONGARA-COROSHA,Yuca
461,AMAZONAS-BONGARA-RECTA,Maiz amarillo duro
462,AMAZONAS-LUYA-COLCAMAR,Arveja grano verde
463,AMAZONAS-LUYA-COLCAMAR,Maiz amarillo duro
464,AMAZONAS-LUYA-CONILA,Cebada grano
465,AMAZONAS-LUYA-INGUILPATA,Haba grano seco
466,AMAZONAS-LUYA-INGUILPATA,Papa blanca
467,AMAZONAS-LUYA-SAN CRISTOBAL,Zanahoria
468,AMAZONAS-UTCUBAMBA-JAMALCA,Olluco
469,ANCASH-AIJA-AIJA,Olluco
470,ANCASH-AIJA-AIJA,Papa nativa
471,ANCASH-AIJA-CORIS,Papa nativa
472,ANCASH-AIJA-LA MERCED,Olluco
473,ANCASH-AIJA-LA MERCED,Papa nativa
474,ANCASH-CARHUAZ-ATAQUERO,Olluco
475,ANCASH-CORONGO-LA PAMPA,Haba grano seco
476,ANCASH-HUAYLAS-HUAYLAS,Olluco
477,ANCASH-HUAYLAS-SANTO TORIBIO,Quinua
478,ANCASH-HUAYLAS-YURACMARCA,Quinua
479,APURIMAC-ABANCAY-PICHIRHUA,Zanahoria
480,APURIMAC-ANTABAMBA-OROPESA,Quinua
481,APURIMAC-AYMARAES-HUAYLLO,Haba grano seco
482,APURIMAC-AYMARAES-SAN JUAN DE CHACYA,Quinua
483,APURIMAC-AYMARAES-SAYAYCA,Arveja grano verde
484,APURIMAC-AYMARAES-TORAYA,Arveja grano seco
485,APURIMAC-AYMARAES-TORAYA,Frijol grano seco
486,APURIMAC-AYMARAES-YANACA,Quinua
487,APURIMAC-GRAU-MICAELA BASTIDAS,Quinua
488,APURIMAC-GRAU-VILCABAMBA,Quinua
489,APURIMAC-GRAU-VIRUNDO,Haba grano seco
490,AREQUIPA-CARAVELI-HUANUHUANU,Frijol grano seco
491,AREQUIPA-CASTILLA-CHACHAS,Papa nativa
492,AREQUIPA-CASTILLA-CHILCAYMARCA,Haba grano seco
493,AREQUIPA-CAYLLOMA-ACHOMA,Trigo
494,AREQUIPA-CAYLLOMA-HUANCA,Zapallo
495,AREQUIPA-CAYLLOMA-MACA,Trigo
496,AREQUIPA-CAYLLOMA-MADRIGAL,Papa color
497,AREQUIPA-CONDESUYOS-SALAMANCA,Olluco
498,CAJAMARCA-CELENDIN-JORGE CHAVEZ,Haba grano seco
499,CAJAMARCA-CELENDIN-JORGE CHAVEZ,Maiz amarillo duro
500,CAJAMARCA-CELENDIN-UTCO,Haba grano seco
501,CAJAMARCA-CUTERVO-QUEROCOTILLO,Haba grano seco
502,CAJAMARCA-JAEN-JAEN,Tomate
503,CAJAMARCA-SAN MARCOS-GREGORIO PITA,Haba grano seco
504,CUSCO-CANAS-KUNTURKANKI,Olluco
505,CUSCO-CANAS-TUPAC AMARU,Olluco
506,CUSCO-PAUCARTAMBO-PAUCARTAMBO,Frijol grano seco
507,HUANCAVELICA-HUANCAVELICA-ACORIA,Maiz choclo
508,HUANCAVELICA-HUANCAVELICA-HUACHOCOLPA,Haba grano seco
509,HUANCAVELICA-HUANCAVELICA-PALCA,Quinua
510,HUANCAVELICA-ACOBAMBA-PAUCARA,Trigo
511,HUANCAVELICA-ANGARAES-CALLANMARCA,Frijol grano seco
512,HUANCAVELICA-ANGARAES-CALLANMARCA,Quinua
513,HUANCAVELICA-ANGARAES-CHINCHO,Camote
514,HUANCAVELICA-ANGARAES-HUAYLLAY GRANDE,Olluco
515,HUANCAVELICA-ANGARAES-JULCAMARCA,Olluco
516,HUANCAVELICA-ANGARAES-JULCAMARCA,Papa nativa
517,HUANCAVELICA-CASTROVIRREYNA-CHUPAMARCA,Arveja grano seco
518,HUANCAVELICA-HUAYTARA-SANTIAGO DE QUIRAHUARA,Papa blanca
519,HUANUCO-AMBO-CAYNA,Zapallo
520,HUANUCO-DOS DE MAYO-MARIAS,Ajo
521,JUNIN-HUANCAYO-PILCOMAYO,Haba grano seco
522,JUNIN-HUANCAYO-PILCOMAYO,Papa color
523,JUNIN-HUANCAYO-PILCOMAYO,Quinua
524,JUNIN-HUANCAYO-PILCOMAYO,Trigo
525,JUNIN-TARMA-SAN PEDRO DE CAJAS,Trigo
526,JUNIN-YAULI-LA OROYA,Cebada grano
527,JUNIN-YAULI-CHACAPALPA,Papa nativa
528,JUNIN-YAULI-PACCHA,Papa nativa
529,JUNIN-YAULI-SANTA ROSA DE SACCO,Cebada grano
530,LA LIBERTAD-PATAZ-PATAZ,Tomate
531,LIMA-CANETE-LUNAHUANA,Camote
532,LIMA-HUAROCHIRI-HUAROCHIRI,Papa nativa
533,LIMA-HUAROCHIRI-SANTIAGO DE TUNA,Papa blanca
534,LIMA-HUAURA-PACCHO,Zapallo
535,LIMA-OYON-NAVAN,Papa nativa
536,LIMA-YAUYOS-AZANGARO,Ajo
537,LIMA-YAUYOS-CARANIA,Haba grano seco
538,LIMA-YAUYOS-CHOCOS,Papa blanca
539,LIMA-YAUYOS-MIRAFLORES,Haba grano seco
540,MOQUEGUA-GENERAL SANCHEZ CERRO-CHOJATA,Cebada grano
541,PUNO-SANDIA-ALTO INAMBARI,Arroz cascara
542,TUMBES-TUMBES-LA CRUZ,Yuca
543,AMAZONAS-CHACHAPOYAS-LEIMEBAMBA,Maiz amilaceo
544,AMAZONAS-LUYA-CONILA,Olluco
545,ANCASH-ANTONIO RAYMONDI-LLAMELLIN,Haba grano seco
546,ANCASH-ANTONIO RAYMONDI-LLAMELLIN,Maiz amilaceo
547,ANCASH-ANTONIO RAYMONDI-ACZO,Arveja grano seco
548,ANCASH-BOLOGNESI-CANIS,Papa color
549,ANCASH-BOLOGNESI-SAN MIGUEL DE CORPANQUI,Olluco
550,ANCASH-CORONGO-CORONGO,Haba grano seco
551,ANCASH-HUARI-RAHUAPAMPA,Maiz choclo
552,ANCASH-PALLASCA-HUANDOVAL,Papa color
553,ANCASH-PALLASCA-SANTA ROSA,Arveja grano verde
554,ANCASH-POMABAMBA-QUINUABAMBA,Frijol grano seco
555,ANCASH-YUNGAY-QUILLO,Quinua
556,APURIMAC-ABANCAY-ABANCAY,Quinua
557,APURIMAC-ABANCAY-CHACOCHE,Maiz choclo
558,APURIMAC-ABANCAY-HUANIPACA,Quinua
559,APURIMAC-ABANCAY-TAMBURCO,Quinua
560,APURIMAC-ANDAHUAYLAS-TURPO,Papa nativa
561,APURIMAC-ANTABAMBA-OROPESA,Maiz choclo
562,APURIMAC-AYMARAES-CHALHUANCA,Frijol grano seco
563,APURIMAC-AYMARAES-CHALHUANCA,Quinua
564,APURIMAC-CHINCHEROS-COCHARCAS,Olluco
565,APURIMAC-CHINCHEROS-COCHARCAS,Papa nativa
566,APURIMAC-CHINCHEROS-RANRACANCHA,Papa color
567,APURIMAC-GRAU-CURPAHUASI,Haba grano seco
568,APURIMAC-GRAU-MICAELA BASTIDAS,Haba grano seco
569,APURIMAC-GRAU-MICAELA BASTIDAS,Maiz choclo
570,APURIMAC-GRAU-SANTA ROSA,Papa nativa
571,AREQUIPA-CARAVELI-CAHUACHO,Papa color
572,AREQUIPA-CAYLLOMA-CHIVAY,Papa blanca
573,AREQUIPA-CAYLLOMA-COPORAQUE,Papa blanca
574,AREQUIPA-CAYLLOMA-LARI,Papa color
575,AREQUIPA-CAYLLOMA-MACA,Papa color
576,AREQUIPA-CAYLLOMA-YANQUE,Papa blanca
577,CAJAMARCA-CELENDIN-UTCO,Maiz choclo
578,CUSCO-ANTA-CACHIMAYO,Quinua
579,CUSCO-ANTA-CHINCHAYPUJIO,Arveja grano seco
580,CUSCO-CANCHIS-SICUANI,Arveja grano verde
581,CUSCO-LA CONVENCION-SANTA ANA,Frijol grano seco
582,CUSCO-LA CONVENCION-OCOBAMBA,Camote
583,HUANCAVELICA-HUANCAVELICA-HUANCAVELICA,Haba grano seco
584,HUANCAVELICA-HUANCAVELICA-HUANCAVELICA,Papa blanca
585,HUANCAVELICA-ANGARAES-CALLANMARCA,Papa nativa
586,HUANCAVELICA-ANGARAES-CONGALLA,Quinua
587,HUANCAVELICA-ANGARAES-SAN ANTONIO DE ANTAPARCO,Olluco
588,HUANCAVELICA-CHURCAMPA-ANCO,Quinua
589,HUANCAVELICA-HUAYTARA-OCOYO,Papa nativa
590,HUANCAVELICA-HUAYTARA-QUERCO,Arveja grano verde
591,HUANCAVELICA-HUAYTARA-SAN ISIDRO,Papa nativa
592,HUANCAVELICA-TAYACAJA-PAZOS,Frijol grano seco
593,ICA-CHINCHA-SAN PEDRO DE HUACARPANA,Papa nativa
594,JUNIN-HUANCAYO-CARHUACALLANGA,Olluco
595,JUNIN-HUANCAYO-CARHUACALLANGA,Papa blanca
596,JUNIN-HUANCAYO-CHICCHE,Olluco
597,JUNIN-HUANCAYO-CHONGOS ALTO,Arveja grano seco
598,JUNIN-CONCEPCION-CHAMBARA,Haba grano seco
599,JUNIN-CONCEPCION-MANZANARES,Arveja grano seco
600,JUNIN-TARMA-HUARICOLCA,Cebada grano
601,JUNIN-TARMA-HUASAHUASI,Frijol grano seco
602,JUNIN-YAULI-CHACAPALPA,Papa blanca
603,JUNIN-CHUPACA-CHONGOS BAJO,Ajo
604,JUNIN-CHUPACA-CHONGOS BAJO,Haba grano seco
605,JUNIN-CHUPACA-SAN JUAN DE JARPA,Ajo
606,LA LIBERTAD-SANCHEZ CARRION-CURGOS,Ajo
607,LIMA-HUAROCHIRI-SAN DAMIAN,Papa blanca
608,LIMA-OYON-ANDAJES,Papa nativa
609,LIMA-OYON-COCHAMARCA,Olluco
610,LIMA-YAUYOS-CHOCOS,Papa nativa
611,MOQUEGUA-GENERAL SANCHEZ CERRO-ICHUYA,Trigo
612,MOQUEGUA-GENERAL SANCHEZ CERRO-LLOQUE,Papa nativa
613,PUNO-AZANGARO-SAN JOSE,Cebada grano
614,PUNO-LAMPA-LAMPA,Olluco
615,PUNO-YUNGUYO-ANAPIA,Cebada grano
616,AMAZONAS-LUYA-COLCAMAR,Olluco
617,AMAZONAS-LUYA-CONILA,Haba grano seco
618,AMAZONAS-LUYA-LUYA,Haba grano seco
619,AMAZONAS-UTCUBAMBA-BAGUA GRANDE,Arveja grano seco
620,AMAZONAS-UTCUBAMBA-BAGUA GRANDE,Arveja grano verde
621,AMAZONAS-UTCUBAMBA-CUMBA,Arveja grano seco
622,ANCASH-HUARAZ-INDEPENDENCIA,Maiz amilaceo
623,ANCASH-HUARAZ-JANGAS,Maiz amilaceo
624,ANCASH-HUARAZ-JANGAS,Maiz choclo
625,ANCASH-ANTONIO RAYMONDI-LLAMELLIN,Papa nativa
626,ANCASH-ANTONIO RAYMONDI-ACZO,Maiz amilaceo
627,ANCASH-ANTONIO RAYMONDI-ACZO,Papa nativa
628,ANCASH-ANTONIO RAYMONDI-CHACCHO,Arveja grano seco
629,ANCASH-ANTONIO RAYMONDI-CHINGAS,Maiz amilaceo
630,ANCASH-ANTONIO RAYMONDI-CHINGAS,Papa nativa
631,ANCASH-ANTONIO RAYMONDI-MIRGAS,Haba grano seco
632,ANCASH-ANTONIO RAYMONDI-MIRGAS,Papa nativa
633,ANCASH-ANTONIO RAYMONDI-MIRGAS,Quinua
634,ANCASH-ANTONIO RAYMONDI-SAN JUAN DE RONTOY,Maiz amilaceo
635,ANCASH-ANTONIO RAYMONDI-SAN JUAN DE RONTOY,Papa nativa
636,ANCASH-BOLOGNESI-CHIQUIAN,Maiz amilaceo
637,ANCASH-BOLOGNESI-CHIQUIAN,Olluco
638,ANCASH-BOLOGNESI-ABELARDO PARDO LEZAMETA,Papa blanca
639,ANCASH-BOLOGNESI-CANIS,Papa blanca
640,ANCASH-BOLOGNESI-HUASTA,Papa nativa
641,ANCASH-BOLOGNESI-PACLLON,Olluco
642,ANCASH-BOLOGNESI-TICLLOS,Olluco
643,ANCASH-CARLOS FERMIN FITZCARRALD-SAN LUIS,Haba grano seco
644,ANCASH-CARLOS FERMIN FITZCARRALD-SAN LUIS,Maiz amilaceo
645,ANCASH-CARLOS FERMIN FITZCARRALD-SAN LUIS,Maiz choclo
646,ANCASH-CARLOS FERMIN FITZCARRALD-YAUYA,Maiz amilaceo
647,ANCASH-CORONGO-CORONGO,Maiz amilaceo
648,ANCASH-CORONGO-BAMBAS,Maiz amilaceo
649,ANCASH-HUARI-PONTO,Maiz choclo
650,ANCASH-HUARI-RAHUAPAMPA,Maiz amilaceo
651,ANCASH-HUAYLAS-PUEBLO LIBRE,Olluco
652,ANCASH-MARISCAL LUZURIAGA-FIDEL OLIVAS ESCUDERO,Arveja grano seco
653,ANCASH-OCROS-CONGAS,Papa nativa
654,ANCASH-POMABAMBA-POMABAMBA,Frijol grano seco
655,ANCASH-POMABAMBA-HUAYLLAN,Frijol grano seco
656,ANCASH-POMABAMBA-PAROBAMBA,Frijol grano seco
657,ANCASH-POMABAMBA-QUINUABAMBA,Haba grano seco
658,ANCASH-RECUAY-RECUAY,Papa blanca
659,ANCASH-RECUAY-TICAPAMPA,Haba grano seco
660,ANCASH-SIHUAS-CHINGALPO,Maiz amilaceo
661,ANCASH-SIHUAS-HUAYLLABAMBA,Maiz amilaceo
662,ANCASH-SIHUAS-QUICHES,Maiz amilaceo
663,ANCASH-SIHUAS-RAGASH,Maiz amilaceo
664,ANCASH-SIHUAS-SAN JUAN,Maiz amilaceo
665,ANCASH-YUNGAY-SHUPLUY,Olluco
666,APURIMAC-ABANCAY-CHACOCHE,Papa blanca
667,APURIMAC-ABANCAY-CIRCA,Olluco
668,APURIMAC-ABANCAY-CIRCA,Papa blanca
669,APURIMAC-ABANCAY-CIRCA,Papa nativa
670,APURIMAC-ABANCAY-CURAHUASI,Papa nativa
671,APURIMAC-ABANCAY-LAMBRAMA,Frijol grano seco
672,APURIMAC-ABANCAY-LAMBRAMA,Quinua
673,APURIMAC-ABANCAY-LAMBRAMA,Zapallo
674,APURIMAC-ABANCAY-TAMBURCO,Arveja grano verde
675,APURIMAC-ANDAHUAYLAS-ANDARAPA,Papa nativa
676,APURIMAC-ANDAHUAYLAS-CHIARA,Papa color
677,APURIMAC-ANDAHUAYLAS-CHIARA,Papa nativa
678,APURIMAC-ANDAHUAYLAS-HUAYANA,Olluco
679,APURIMAC-ANDAHUAYLAS-PACOBAMBA,Quinua
680,APURIMAC-ANDAHUAYLAS-PACOBAMBA,Zapallo
681,APURIMAC-ANDAHUAYLAS-PAMPACHIRI,Olluco
682,APURIMAC-ANDAHUAYLAS-POMACOCHA,Haba grano seco
683,APURIMAC-ANDAHUAYLAS-POMACOCHA,Olluco
684,APURIMAC-ANDAHUAYLAS-TALAVERA,Arveja grano seco
685,APURIMAC-ANDAHUAYLAS-TUMAY HUARACA,Olluco
686,APURIMAC-ANDAHUAYLAS-KAQUIABAMBA,Olluco
687,APURIMAC-ANTABAMBA-ANTABAMBA,Quinua
688,APURIMAC-ANTABAMBA-EL ORO,Papa blanca
689,APURIMAC-ANTABAMBA-OROPESA,Haba grano seco
690,APURIMAC-ANTABAMBA-OROPESA,Maiz amilaceo
691,APURIMAC-ANTABAMBA-OROPESA,Papa blanca
692,APURIMAC-ANTABAMBA-SABAINO,Haba grano seco
693,APURIMAC-AYMARAES-CHALHUANCA,Haba grano seco
694,APURIMAC-AYMARAES-CAPAYA,Papa nativa
695,APURIMAC-AYMARAES-CARAYBAMBA,Papa nativa
696,APURIMAC-AYMARAES-CHAPIMARCA,Haba grano seco
697,APURIMAC-AYMARAES-CHAPIMARCA,Quinua
698,APURIMAC-AYMARAES-COLCABAMBA,Olluco
699,APURIMAC-AYMARAES-COLCABAMBA,Papa color
700,APURIMAC-AYMARAES-COTARUSE,Papa nativa
701,APURIMAC-AYMARAES-HUAYLLO,Papa blanca
702,APURIMAC-AYMARAES-JUSTO APU SAHUARAURA,Maiz amarillo duro
703,APURIMAC-AYMARAES-JUSTO APU SAHUARAURA,Papa blanca
704,APURIMAC-AYMARAES-JUSTO APU SAHUARAURA,Papa color
705,APURIMAC-AYMARAES-SAN JUAN DE CHACYA,Haba grano seco
706,APURIMAC-AYMARAES-SAYAYCA,Papa nativa
707,APURIMAC-AYMARAES-SORAYA,Maiz amarillo duro
708,APURIMAC-AYMARAES-SORAYA,Papa color
709,APURIMAC-AYMARAES-TAPAIRIHUA,Olluco
710,APURIMAC-AYMARAES-TAPAIRIHUA,Papa blanca
711,APURIMAC-AYMARAES-TAPAIRIHUA,Papa color
712,APURIMAC-AYMARAES-TORAYA,Olluco
713,APURIMAC-AYMARAES-TORAYA,Quinua
714,APURIMAC-COTABAMBAS-TAMBOBAMBA,Arveja grano seco
715,APURIMAC-COTABAMBAS-TAMBOBAMBA,Frijol grano seco
716,APURIMAC-COTABAMBAS-HAQUIRA,Arveja grano seco
717,APURIMAC-COTABAMBAS-HAQUIRA,Quinua
718,APURIMAC-COTABAMBAS-HAQUIRA,Trigo
719,APURIMAC-COTABAMBAS-MARA,Arveja grano seco
720,APURIMAC-COTABAMBAS-MARA,Maiz amilaceo
721,APURIMAC-COTABAMBAS-MARA,Papa blanca
722,APURIMAC-COTABAMBAS-CHALLHUAHUACHO,Haba grano seco
723,APURIMAC-COTABAMBAS-CHALLHUAHUACHO,Papa blanca
724,APURIMAC-COTABAMBAS-CHALLHUAHUACHO,Quinua
725,APURIMAC-CHINCHEROS-CHINCHEROS,Arveja grano seco
726,APURIMAC-CHINCHEROS-CHINCHEROS,Camote
727,APURIMAC-CHINCHEROS-CHINCHEROS,Yuca
728,APURIMAC-CHINCHEROS-COCHARCAS,Haba grano seco
729,APURIMAC-CHINCHEROS-COCHARCAS,Quinua
730,APURIMAC-CHINCHEROS-URANMARCA,Haba grano seco
731,APURIMAC-CHINCHEROS-RANRACANCHA,Arveja grano seco
732,APURIMAC-CHINCHEROS-RANRACANCHA,Haba grano seco
733,APURIMAC-CHINCHEROS-RANRACANCHA,Quinua
734,APURIMAC-CHINCHEROS-LOS CHANKAS,Arveja grano seco
735,APURIMAC-CHINCHEROS-LOS CHANKAS,Yuca
736,APURIMAC-GRAU-CHUQUIBAMBILLA,Papa blanca
737,APURIMAC-GRAU-CHUQUIBAMBILLA,Papa nativa
738,APURIMAC-GRAU-CURPAHUASI,Maiz choclo
739,APURIMAC-GRAU-CURPAHUASI,Papa nativa
740,APURIMAC-GRAU-GAMARRA,Maiz choclo
741,APURIMAC-GRAU-GAMARRA,Papa nativa
742,APURIMAC-GRAU-HUAYLLATI,Maiz amilaceo
743,APURIMAC-GRAU-HUAYLLATI,Maiz choclo
744,APURIMAC-GRAU-HUAYLLATI,Quinua
745,APURIMAC-GRAU-MAMARA,Haba grano seco
746,APURIMAC-GRAU-MAMARA,Maiz amilaceo
747,APURIMAC-GRAU-MICAELA BASTIDAS,Maiz amilaceo
748,APURIMAC-GRAU-MICAELA BASTIDAS,Papa blanca
749,APURIMAC-GRAU-PATAYPAMPA,Maiz choclo
750,APURIMAC-GRAU-PATAYPAMPA,Papa nativa
751,APURIMAC-GRAU-PROGRESO,Haba grano seco
752,APURIMAC-GRAU-PROGRESO,Papa blanca
753,APURIMAC-GRAU-SANTA ROSA,Maiz choclo
754,APURIMAC-GRAU-TURPAY,Maiz choclo
755,APURIMAC-GRAU-TURPAY,Papa nativa
756,APURIMAC-GRAU-VILCABAMBA,Haba grano seco
757,APURIMAC-GRAU-VILCABAMBA,Maiz amilaceo
758,APURIMAC-GRAU-VILCABAMBA,Maiz choclo
759,APURIMAC-GRAU-VIRUNDO,Papa nativa
760,APURIMAC-GRAU-CURASCO,Haba grano seco
761,APURIMAC-GRAU-CURASCO,Maiz choclo
762,APURIMAC-GRAU-CURASCO,Olluco
763,APURIMAC-GRAU-CURASCO,Papa blanca
764,AREQUIPA-AREQUIPA-MOLLEBAYA,Maiz amilaceo
765,AREQUIPA-CAMANA-CAMANA,Arroz cascara
766,AREQUIPA-CAMANA-JOSE MARIA QUIMPER,Arroz cascara
767,AREQUIPA-CAMANA-OCOYA,Arroz cascara
768,AREQUIPA-CAMANA-SAMUEL PASTOR,Arroz cascara
769,AREQUIPA-CASTILLA-CHACHAS,Haba grano seco
770,AREQUIPA-CASTILLA-CHOCO,Papa blanca
771,AREQUIPA-CASTILLA-CHOCO,Papa color
772,AREQUIPA-CAYLLOMA-CHIVAY,Cebada grano
773,AREQUIPA-CAYLLOMA-CHIVAY,Papa color
774,AREQUIPA-CAYLLOMA-ACHOMA,Papa blanca
775,AREQUIPA-CAYLLOMA-ACHOMA,Papa color
776,AREQUIPA-CAYLLOMA-CABANACONDE,Cebada grano
777,AREQUIPA-CAYLLOMA-COPORAQUE,Papa color
778,AREQUIPA-CAYLLOMA-HUAMBO,Cebada grano
779,AREQUIPA-CAYLLOMA-HUAMBO,Papa blanca
780,AREQUIPA-CAYLLOMA-HUAMBO,Papa color
781,AREQUIPA-CAYLLOMA-ICHUPAMPA,Papa blanca
782,AREQUIPA-CAYLLOMA-ICHUPAMPA,Papa color
783,AREQUIPA-CAYLLOMA-LARI,Cebada grano
784,AREQUIPA-CAYLLOMA-LARI,Papa blanca
785,AREQUIPA-CAYLLOMA-MACA,Cebada grano
786,AREQUIPA-CAYLLOMA-MACA,Papa blanca
787,AREQUIPA-CAYLLOMA-TUTI,Cebada grano
788,AREQUIPA-CAYLLOMA-TUTI,Papa blanca
789,AREQUIPA-CAYLLOMA-YANQUE,Papa color
790,AREQUIPA-CONDESUYOS-CAYARANI,Cebada grano
791,AREQUIPA-CONDESUYOS-CAYARANI,Papa nativa
792,CAJAMARCA-CAJAMARCA-CAJAMARCA,Haba grano seco
793,CAJAMARCA-CAJAMARCA-CAJAMARCA,Quinua
794,CAJAMARCA-CAJAMARCA-ASUNCION,Olluco
795,CAJAMARCA-CAJAMARCA-COSPAN,Papa nativa
796,CAJAMARCA-CAJAMARCA-COSPAN,Yuca
797,CAJAMARCA-CAJAMARCA-LOS BAYOS DEL INCA,Frijol grano seco
798,CAJAMARCA-CAJAMARCA-LOS BAYOS DEL INCA,Haba grano seco
799,CAJAMARCA-CAJAMARCA-LOS BAYOS DEL INCA,Maiz amilaceo
800,CAJAMARCA-CAJAMARCA-LOS BAYOS DEL INCA,Maiz choclo
801,CAJAMARCA-CAJAMARCA-LOS BAYOS DEL INCA,Quinua
802,CAJAMARCA-CAJAMARCA-MATARA,Maiz amilaceo
803,CAJAMARCA-CAJAMARCA-MATARA,Maiz choclo
804,CAJAMARCA-CAJABAMBA-SITACOCHA,Haba grano seco
805,CAJAMARCA-CAJABAMBA-SITACOCHA,Olluco
806,CAJAMARCA-CELENDIN-UTCO,Frijol grano seco
807,CAJAMARCA-CHOTA-CHOTA,Zapallo
808,CAJAMARCA-CHOTA-ANGUIA,Haba grano seco
809,CAJAMARCA-CHOTA-CHIMBAN,Maiz choclo
810,CAJAMARCA-CHOTA-TACABAMBA,Maiz amarillo duro
811,CAJAMARCA-CUTERVO-QUEROCOTILLO,Camote
812,CAJAMARCA-CUTERVO-QUEROCOTILLO,Cebada grano
813,CAJAMARCA-SAN MARCOS-CHANCAY,Frijol grano seco
814,CAJAMARCA-SAN MARCOS-CHANCAY,Haba grano seco
815,CAJAMARCA-SAN MARCOS-CHANCAY,Maiz amilaceo
816,CAJAMARCA-SAN MARCOS-EDUARDO VILLANUEVA,Maiz amilaceo
817,CAJAMARCA-SAN MARCOS-EDUARDO VILLANUEVA,Maiz choclo
818,CAJAMARCA-SAN MARCOS-ICHOCAN,Haba grano seco
819,CAJAMARCA-SAN MARCOS-ICHOCAN,Maiz amilaceo
820,CAJAMARCA-SAN MARCOS-JOSE MANUEL QUIROZ,Frijol grano seco
821,CAJAMARCA-SAN MARCOS-JOSE MANUEL QUIROZ,Maiz amilaceo
822,CAJAMARCA-SAN MARCOS-JOSE SABOGAL,Haba grano seco
823,CAJAMARCA-SAN MIGUEL-SAN MIGUEL,Maiz choclo
824,CAJAMARCA-SAN MIGUEL-CATILLUC,Olluco
825,CAJAMARCA-SAN MIGUEL-EL PRADO,Maiz amilaceo
826,CAJAMARCA-SAN MIGUEL-LLAPA,Frijol grano seco
827,CAJAMARCA-SAN MIGUEL-LLAPA,Maiz amilaceo
828,CAJAMARCA-SAN MIGUEL-SAN SILVESTRE DE COCHAN,Maiz amilaceo
829,CAJAMARCA-SAN MIGUEL-SAN SILVESTRE DE COCHAN,Olluco
830,CAJAMARCA-SAN PABLO-SAN PABLO,Camote
831,CAJAMARCA-SAN PABLO-SAN PABLO,Haba grano seco
832,CAJAMARCA-SAN PABLO-SAN BERNARDINO,Olluco
833,CAJAMARCA-SAN PABLO-TUMBADEN,Haba grano seco
834,CAJAMARCA-SAN PABLO-TUMBADEN,Olluco
835,CUSCO-ANTA-ANTA,Papa blanca
836,CUSCO-ANTA-ANTA,Quinua
837,CUSCO-ANTA-ANCAHUASI,Papa blanca
838,CUSCO-ANTA-CACHIMAYO,Haba grano seco
839,CUSCO-ANTA-CACHIMAYO,Papa nativa
840,CUSCO-ANTA-CACHIMAYO,Trigo
841,CUSCO-ANTA-CHINCHAYPUJIO,Papa blanca
842,CUSCO-ANTA-HUAROCONDO,Arveja grano seco
843,CUSCO-ANTA-HUAROCONDO,Quinua
844,CUSCO-ANTA-LIMATAMBO,Arveja grano seco
845,CUSCO-ANTA-LIMATAMBO,Haba grano seco
846,CUSCO-ANTA-LIMATAMBO,Papa blanca
847,CUSCO-ANTA-LIMATAMBO,Papa nativa
848,CUSCO-ANTA-PUCYURA,Arveja grano seco
849,CUSCO-ANTA-PUCYURA,Haba grano seco
850,CUSCO-ANTA-PUCYURA,Quinua
851,CUSCO-ANTA-ZURITE,Quinua
852,CUSCO-CANAS-YANAOCA,Haba grano seco
853,CUSCO-CANAS-CHECCA,Cebada grano
854,CUSCO-CANAS-CHECCA,Haba grano seco
855,CUSCO-CANAS-CHECCA,Papa color
856,CUSCO-CANAS-CHECCA,Papa nativa
857,CUSCO-CANAS-KUNTURKANKI,Haba grano seco
858,CUSCO-CANAS-KUNTURKANKI,Papa nativa
859,CUSCO-CANAS-KUNTURKANKI,Trigo
860,CUSCO-CANAS-LANGUI,Papa nativa
861,CUSCO-CANAS-LAYO,Haba grano seco
862,CUSCO-CANAS-LAYO,Papa color
863,CUSCO-CANAS-LAYO,Papa nativa
864,CUSCO-CANAS-PAMPAMARCA,Papa color
