eli,DISTRITO,CULTIVO
10602,AREQUIPA-ISLAY-DEAN VALDIVIA,Tomate
10603,CAJAMARCA-CHOTA-CHIGUIRIP,Olluco
10604,CAJAMARCA-CHOTA-PACCHA,Frijol grano seco
10605,CAJAMARCA-CONTUMAZA-CUPISNIQUE,Frijol grano seco
10606,CAJAMARCA-SANTA CRUZ-SANTA CRUZ,Camote
10607,CAJAMARCA-SANTA CRUZ-CATACHE,Arroz cascara
10608,CAJAMARCA-SANTA CRUZ-CHANCAYBAYOS,Camote
10609,CAJAMARCA-SANTA CRUZ-CHANCAYBAYOS,Zanahoria
10610,CAJAMARCA-SANTA CRUZ-LA ESPERANZA,Camote
10611,CAJAMARCA-SANTA CRUZ-SAUCEPAMPA,Camote
10612,HUANCAVELICA-CASTROVIRREYNA-TICRAPO,Maiz amilaceo
10613,HUANUCO-HUANUCO-CHINCHAO,Camote
10614,ICA-ICA-PUEBLO NUEVO,Cebolla cabeza blanca o amarilla
10615,ICA-CHINCHA-GROCIO PRADO,Yuca
10616,ICA-PALPA-LLIPATA,Aji
10617,ICA-PISCO-SAN ANDRES,Maiz amarillo duro
10618,LA LIBERTAD-SANTIAGO DE CHUCO-CACHICADAN,Arveja grano verde
10619,LA LIBERTAD-GRAN CHIMU-CASCAS,Arroz cascara
10620,LAMBAYEQUE-CHICLAYO-SANTA ROSA,Camote
10621,LAMBAYEQUE-FERRENAFE-CANARIS,Arroz cascara
10622,LIMA-HUAROCHIRI-LAHUAYTAMBO,Arveja grano verde
10623,LIMA-HUAURA-HUALMAY,Maiz amarillo duro
10624,LIMA-YAUYOS-TUPE,Zapallo
10625,MOQUEGUA-MARISCAL NIETO-SAMEGUA,Tomate
10626,PIURA-PIURA-CATACAOS,Arroz cascara
10627,PIURA-PIURA-CATACAOS,Maiz amarillo duro
10628,PIURA-PIURA-CURA MORI,Maiz amarillo duro
10629,PIURA-PIURA-EL TALLAN,Arroz cascara
10630,PIURA-PIURA-EL TALLAN,Maiz amarillo duro
10631,PIURA-PIURA-LA ARENA,Maiz amarillo duro
10632,PIURA-PIURA-LA UNION,Maiz amarillo duro
10633,PIURA-AYABACA-PAIMAS,Arroz cascara
10634,PIURA-AYABACA-PAIMAS,Maiz amarillo duro
10635,PIURA-AYABACA-SUYO,Arroz cascara
10636,PIURA-AYABACA-SUYO,Maiz amarillo duro
10637,PIURA-PAITA-AMOTAPE,Arroz cascara
10638,PIURA-PAITA-LA HUACA,Arroz cascara
10639,PIURA-PAITA-LA HUACA,Maiz amarillo duro
10640,PIURA-PAITA-TAMARINDO,Arroz cascara
10641,PIURA-SULLANA-SULLANA,Arroz cascara
10642,PIURA-SULLANA-IGNACIO ESCUDERO,Arroz cascara
10643,PIURA-SULLANA-MARCAVELICA,Arroz cascara
10644,PIURA-SULLANA-MARCAVELICA,Maiz choclo
10645,PIURA-SULLANA-SALITRAL,Arroz cascara
10646,PIURA-SECHURA-BERNAL,Arroz cascara
10647,PIURA-SECHURA-BERNAL,Maiz amarillo duro
10648,PIURA-SECHURA-CRISTO NOS VALGA,Arroz cascara
10649,PIURA-SECHURA-CRISTO NOS VALGA,Maiz amarillo duro
10650,PIURA-SECHURA-VICE,Arroz cascara
10651,PIURA-SECHURA-VICE,Maiz amarillo duro
10652,SAN MARTIN-BELLAVISTA-BELLAVISTA,Maiz amarillo duro
10653,SAN MARTIN-BELLAVISTA-ALTO BIAVO,Maiz amarillo duro
10654,SAN MARTIN-BELLAVISTA-BAJO BIAVO,Maiz amarillo duro
10655,SAN MARTIN-BELLAVISTA-HUALLAGA,Maiz amarillo duro
10656,SAN MARTIN-BELLAVISTA-SAN PABLO,Maiz amarillo duro
10657,SAN MARTIN-BELLAVISTA-SAN RAFAEL,Maiz amarillo duro
10658,SAN MARTIN-HUALLAGA-SAPOSOA,Maiz amarillo duro
10659,SAN MARTIN-HUALLAGA-ALTO SAPOSOA,Maiz amarillo duro
10660,SAN MARTIN-HUALLAGA-EL ESLABON,Maiz amarillo duro
10661,SAN MARTIN-HUALLAGA-PISCOYACU,Maiz amarillo duro
10662,SAN MARTIN-HUALLAGA-SACANCHE,Maiz amarillo duro
10663,SAN MARTIN-HUALLAGA-TINGO DE SAPOSOA,Maiz amarillo duro
10664,SAN MARTIN-LAMAS-ZAPATERO,Maiz amarillo duro
10665,SAN MARTIN-MARISCAL CACERES-JUANJUI,Maiz amarillo duro
10666,SAN MARTIN-MARISCAL CACERES-CAMPANILLA,Maiz amarillo duro
10667,SAN MARTIN-PICOTA-PICOTA,Maiz amarillo duro
10668,SAN MARTIN-PICOTA-BUENOS AIRES,Maiz amarillo duro
10669,SAN MARTIN-PICOTA-CASPISAPA,Maiz amarillo duro
10670,SAN MARTIN-PICOTA-PILLUANA,Maiz amarillo duro
10671,SAN MARTIN-PICOTA-PUCACACA,Maiz amarillo duro
10672,SAN MARTIN-PICOTA-SAN CRISTOBAL,Maiz amarillo duro
10673,SAN MARTIN-PICOTA-SAN HILARION,Maiz amarillo duro
10674,SAN MARTIN-PICOTA-SHAMBOYACU,Maiz amarillo duro
10675,SAN MARTIN-PICOTA-TINGO DE PONASA,Maiz amarillo duro
10676,SAN MARTIN-PICOTA-TRES UNIDOS,Maiz amarillo duro
10677,SAN MARTIN-SAN MARTIN-TARAPOTO,Maiz amarillo duro
10678,SAN MARTIN-SAN MARTIN-CACATACHI,Maiz amarillo duro
10679,SAN MARTIN-SAN MARTIN-CHAZUTA,Arroz cascara
10680,SAN MARTIN-SAN MARTIN-MORALES,Tomate
10681,SAN MARTIN-SAN MARTIN-SAN ANTONIO,Maiz amarillo duro
10682,SAN MARTIN-SAN MARTIN-SAUCE,Maiz amarillo duro
10683,SAN MARTIN-SAN MARTIN-SHAPAJA,Maiz amarillo duro
10684,TUMBES-TUMBES-LA CRUZ,Arroz cascara
10685,TUMBES-TUMBES-SAN JUAN DE LA VIRGEN,Arroz cascara
10686,TUMBES-CONTRALMIRANTE VILLAR-CANOAS DE PUNTA SAL,Maiz amarillo duro
10687,TUMBES-ZARUMILLA-PAPAYAL,Arroz cascara
10688,AMAZONAS-CHACHAPOYAS-BALSAS,Maiz choclo
10689,LA LIBERTAD-TRUJILLO-LAREDO,Camote
10690,LA LIBERTAD-VIRU-CHAO,Frijol grano seco
10691,LAMBAYEQUE-CHICLAYO-ETEN,Cebolla cabeza roja
10692,LIMA-CAJATAMBO-GORGOR,Haba grano seco
10693,MOQUEGUA-MARISCAL NIETO-SAMEGUA,Maiz choclo
10694,MOQUEGUA-MARISCAL NIETO-SAMEGUA,Papa color
10695,ANCASH-YUNGAY-YUNGAY,Arveja grano seco
10696,ANCASH-YUNGAY-YUNGAY,Frijol grano seco
10697,CAJAMARCA-CAJAMARCA-CAJAMARCA,Arveja grano verde
10698,CAJAMARCA-CAJAMARCA-JESUS,Arveja grano verde
10699,CAJAMARCA-CELENDIN-CELENDIN,Trigo
10700,CAJAMARCA-CELENDIN-CORTEGANA,Cebada grano
10701,CAJAMARCA-CELENDIN-CORTEGANA,Trigo
10702,CAJAMARCA-CELENDIN-HUASMIN,Arveja grano verde
10703,CAJAMARCA-CELENDIN-HUASMIN,Trigo
10704,CAJAMARCA-CELENDIN-MIGUEL IGLESIAS,Arveja grano seco
10705,CAJAMARCA-CELENDIN-MIGUEL IGLESIAS,Arveja grano verde
10706,CAJAMARCA-CELENDIN-SOROCHUCO,Arveja grano seco
10707,CAJAMARCA-CELENDIN-SOROCHUCO,Arveja grano verde
10708,CAJAMARCA-CELENDIN-SOROCHUCO,Cebada grano
10709,CAJAMARCA-CELENDIN-SOROCHUCO,Trigo
10710,CAJAMARCA-SANTA CRUZ-SANTA CRUZ,Arveja grano seco
10711,CUSCO-ANTA-LIMATAMBO,Zanahoria
10712,HUANCAVELICA-HUAYTARA-HUAYTARA,Arveja grano verde
10713,ICA-CHINCHA-GROCIO PRADO,Camote
10714,LA LIBERTAD-TRUJILLO-LAREDO,Cebolla cabeza roja
10715,LA LIBERTAD-PATAZ-HUANCASPATA,Arveja grano verde
10716,LA LIBERTAD-PATAZ-SANTIAGO DE CHALLAS,Zapallo
10717,PIURA-PIURA-TAMBO GRANDE,Maiz amarillo duro
10718,SAN MARTIN-PICOTA-PICOTA,Tomate
10719,SAN MARTIN-PICOTA-PUCACACA,Yuca
10720,SAN MARTIN-PICOTA-SAN CRISTOBAL,Yuca
10721,SAN MARTIN-PICOTA-TINGO DE PONASA,Tomate
10722,SAN MARTIN-PICOTA-TRES UNIDOS,Tomate
10723,AMAZONAS-LUYA-LONGUITA,Papa nativa
10724,AMAZONAS-LUYA-PISUQUIA,Yuca
10725,AMAZONAS-UTCUBAMBA-CAJARURO,Tomate
10726,AMAZONAS-UTCUBAMBA-CUMBA,Tomate
10727,ANCASH-BOLOGNESI-CANIS,Maiz amilaceo
10728,ANCASH-HUAYLAS-CARAZ,Zanahoria
10729,ANCASH-SANTA-MORO,Frijol grano seco
10730,ANCASH-YUNGAY-YUNGAY,Cebada grano
10731,ANCASH-YUNGAY-YUNGAY,Haba grano seco
10732,APURIMAC-ANDAHUAYLAS-KISHUARA,Cebada grano
10733,APURIMAC-ANDAHUAYLAS-KISHUARA,Trigo
10734,AREQUIPA-AREQUIPA-JACOBO HUNTER,Ajo
10735,CAJAMARCA-CAJAMARCA-LOS BAYOS DEL INCA,Arveja grano verde
10736,CAJAMARCA-CELENDIN-HUASMIN,Cebada grano
10737,CAJAMARCA-CELENDIN-MIGUEL IGLESIAS,Cebada grano
10738,CAJAMARCA-CELENDIN-MIGUEL IGLESIAS,Trigo
10739,CAJAMARCA-CHOTA-HUAMBOS,Haba grano seco
10740,CAJAMARCA-CHOTA-SAN JUAN DE LICUPIS,Olluco
10741,CAJAMARCA-CHOTA-CHALAMARCA,Haba grano seco
10742,CAJAMARCA-JAEN-JAEN,Frijol grano seco
10743,CAJAMARCA-JAEN-JAEN,Maiz amarillo duro
10744,CAJAMARCA-JAEN-COLASAY,Frijol grano seco
10745,CAJAMARCA-JAEN-POMAHUACA,Papa blanca
10746,CAJAMARCA-JAEN-SANTA ROSA,Maiz amarillo duro
10747,CAJAMARCA-SAN IGNACIO-SAN JOSE DE LOURDES,Yuca
10748,CAJAMARCA-SANTA CRUZ-ANDABAMBA,Camote
10749,CAJAMARCA-SANTA CRUZ-CHANCAYBAYOS,Zapallo
10750,CAJAMARCA-SANTA CRUZ-NINABAMBA,Camote
10751,CAJAMARCA-SANTA CRUZ-UTICYACU,Camote
10752,CAJAMARCA-SANTA CRUZ-YAUYUCAN,Camote
10753,CUSCO-ANTA-PUCYURA,Zanahoria
10754,HUANCAVELICA-HUAYTARA-SANTIAGO DE CHOCORVOS,Frijol grano seco
10755,ICA-CHINCHA-CHINCHA BAJA,Camote
10756,ICA-CHINCHA-CHINCHA BAJA,Zapallo
10757,LA LIBERTAD-OTUZCO-AGALLPAMPA,Arveja grano verde
10758,LA LIBERTAD-SANCHEZ CARRION-CHUGAY,Zanahoria
10759,LA LIBERTAD-SANTIAGO DE CHUCO-SANTIAGO DE CHUCO,Cebada grano
10760,LAMBAYEQUE-CHICLAYO-TUMAN,Camote
10761,LIMA-OYON-PACHANGARA,Arveja grano verde
10762,LIMA-OYON-PACHANGARA,Haba grano seco
10763,LIMA-OYON-PACHANGARA,Maiz amilaceo
10764,LIMA-OYON-PACHANGARA,Trigo
10765,PIURA-MORROPON-CHULUCANAS,Yuca
10766,AMAZONAS-LUYA-COLCAMAR,Frijol grano seco
10767,AMAZONAS-LUYA-CONILA,Papa color
10768,AMAZONAS-LUYA-LONYA CHICO,Maiz amilaceo
10769,AMAZONAS-LUYA-MARIA,Papa nativa
10770,AMAZONAS-LUYA-SAN JUAN DE LOPECANCHA,Papa color
10771,AMAZONAS-LUYA-SANTA CATALINA,Frijol grano seco
10772,AMAZONAS-LUYA-SANTO TOMAS,Papa nativa
10773,ANCASH-BOLOGNESI-CANIS,Maiz choclo
10774,ANCASH-CARHUAZ-CARHUAZ,Arveja grano seco
10775,APURIMAC-ANDAHUAYLAS-SAN JERONIMO,Cebada grano
10776,CAJAMARCA-CAJAMARCA-CAJAMARCA,Cebada grano
10777,CAJAMARCA-CAJAMARCA-LLACANORA,Trigo
10778,CAJAMARCA-CELENDIN-CELENDIN,Cebada grano
10779,CAJAMARCA-CHOTA-COCHABAMBA,Maiz choclo
10780,CAJAMARCA-CHOTA-COCHABAMBA,Papa blanca
10781,CAJAMARCA-CHOTA-HUAMBOS,Camote
10782,CAJAMARCA-CHOTA-SAN JUAN DE LICUPIS,Camote
10783,CAJAMARCA-CHOTA-TOCMOCHE,Camote
10784,CAJAMARCA-CUTERVO-QUEROCOTILLO,Maiz amarillo duro
10785,CAJAMARCA-HUALGAYOC-HUALGAYOC,Ajo
10786,CAJAMARCA-JAEN-JAEN,Maiz choclo
10787,CAJAMARCA-JAEN-BELLAVISTA,Maiz amarillo duro
10788,CAJAMARCA-JAEN-COLASAY,Maiz amarillo duro
10789,CAJAMARCA-JAEN-LAS PIRIAS,Frijol grano seco
10790,CAJAMARCA-JAEN-POMAHUACA,Yuca
10791,CAJAMARCA-SAN MARCOS-ICHOCAN,Arveja grano seco
10792,CAJAMARCA-SAN MARCOS-JOSE MANUEL QUIROZ,Arveja grano verde
10793,CAJAMARCA-SAN MIGUEL-SAN MIGUEL,Maiz amilaceo
10794,CAJAMARCA-SAN MIGUEL-EL PRADO,Frijol grano seco
10795,CAJAMARCA-SAN MIGUEL-UNION AGUA BLANCA,Frijol grano seco
10796,CAJAMARCA-SAN PABLO-SAN PABLO,Cebada grano
10797,CAJAMARCA-SAN PABLO-SAN PABLO,Maiz amilaceo
10798,CAJAMARCA-SANTA CRUZ-LA ESPERANZA,Zapallo
10799,CAJAMARCA-SANTA CRUZ-SAUCEPAMPA,Zanahoria
10800,CUSCO-ANTA-LIMATAMBO,Cebolla cabeza roja
10801,CUSCO-PAUCARTAMBO-PAUCARTAMBO,Trigo
10802,HUANCAVELICA-CASTROVIRREYNA-HUAMATAMBO,Arveja grano verde
10803,HUANCAVELICA-CHURCAMPA-LOCROJA,Quinua
10804,HUANCAVELICA-CHURCAMPA-PACHAMARCA,Trigo
10805,HUANCAVELICA-HUAYTARA-SANTIAGO DE CHOCORVOS,Haba grano seco
10806,HUANCAVELICA-TAYACAJA-COLCABAMBA,Maiz amarillo duro
10807,HUANCAVELICA-TAYACAJA-PAZOS,Cebada grano
10808,HUANUCO-DOS DE MAYO-CHUQUIS,Cebada grano
10809,HUANUCO-HUAMALIES-PUYOS,Cebada grano
10810,HUANUCO-HUAMALIES-SINGA,Cebada grano
10811,ICA-CHINCHA-SAN JUAN DE YANAC,Arveja grano verde
10812,ICA-CHINCHA-SUNAMPE,Yuca
10813,LA LIBERTAD-OTUZCO-AGALLPAMPA,Maiz amilaceo
10814,LA LIBERTAD-PACASMAYO-GUADALUPE,Arroz cascara
10815,LA LIBERTAD-SANCHEZ CARRION-CURGOS,Zanahoria
10816,LA LIBERTAD-SANCHEZ CARRION-SANAGORAN,Ajo
10817,LA LIBERTAD-SANCHEZ CARRION-SARTIMBAMBA,Frijol grano seco
10818,LA LIBERTAD-SANCHEZ CARRION-SARTIMBAMBA,Maiz amarillo duro
10819,LA LIBERTAD-SANTIAGO DE CHUCO-SANTIAGO DE CHUCO,Haba grano seco
10820,LA LIBERTAD-SANTIAGO DE CHUCO-CACHICADAN,Arveja grano seco
10821,LA LIBERTAD-SANTIAGO DE CHUCO-CACHICADAN,Cebada grano
10822,LA LIBERTAD-SANTIAGO DE CHUCO-QUIRUVILCA,Cebada grano
10823,LIMA-CAJATAMBO-GORGOR,Cebada grano
10824,LIMA-CAJATAMBO-HUANCAPON,Cebada grano
10825,LIMA-CAJATAMBO-HUANCAPON,Haba grano seco
10826,LIMA-YAUYOS-SAN PEDRO DE PILAS,Trigo
10827,PIURA-AYABACA-AYABACA,Maiz amilaceo
10828,PIURA-HUANCABAMBA-SONDORILLO,Frijol grano seco
10829,PIURA-HUANCABAMBA-SONDORILLO,Zanahoria
10830,PIURA-MORROPON-SAN JUAN DE BIGOTE,Yuca
10831,PIURA-MORROPON-YAMANGO,Papa nativa
10832,PIURA-PAITA-COLAN,Cebolla cabeza roja
10833,AMAZONAS-BAGUA-EL PARCO,Maiz amarillo duro
10834,AMAZONAS-LUYA-LAMUD,Papa nativa
10835,AMAZONAS-LUYA-COCABAMBA,Papa nativa
10836,AMAZONAS-LUYA-COCABAMBA,Yuca
10837,AMAZONAS-LUYA-LONYA CHICO,Maiz amarillo duro
10838,AMAZONAS-LUYA-SAN CRISTOBAL,Papa nativa
10839,AMAZONAS-LUYA-SAN JERONIMO,Maiz amarillo duro
10840,AMAZONAS-LUYA-TRITA,Papa nativa
10841,ANCASH-AIJA-AIJA,Arveja grano seco
10842,ANCASH-AIJA-AIJA,Cebada grano
10843,ANCASH-BOLOGNESI-AQUIA,Cebada grano
10844,ANCASH-HUARI-HUACCHIS,Trigo
10845,ANCASH-HUAYLAS-CARAZ,Quinua
10846,ANCASH-HUAYLAS-PAMPAROMAS,Haba grano seco
10847,ANCASH-HUAYLAS-SANTO TORIBIO,Maiz amilaceo
10848,ANCASH-PALLASCA-TAUCA,Haba grano seco
10849,ANCASH-YUNGAY-YANAMA,Trigo
10850,APURIMAC-ABANCAY-HUANIPACA,Maiz amarillo duro
10851,APURIMAC-ANDAHUAYLAS-TALAVERA,Trigo
10852,AREQUIPA-AREQUIPA-CHIGUATA,Cebada grano
10853,AREQUIPA-CAYLLOMA-HUANCA,Trigo
10854,CAJAMARCA-CAJAMARCA-CAJAMARCA,Zanahoria
10855,CAJAMARCA-CAJAMARCA-JESUS,Cebada grano
10856,CAJAMARCA-CAJAMARCA-MATARA,Cebada grano
10857,CAJAMARCA-CAJAMARCA-MATARA,Trigo
10858,CAJAMARCA-CAJAMARCA-NAMORA,Trigo
10859,CAJAMARCA-CHOTA-LLAMA,Haba grano seco
10860,CAJAMARCA-CHOTA-TOCMOCHE,Yuca
10861,CAJAMARCA-JAEN-COLASAY,Zapallo
10862,CAJAMARCA-SAN MARCOS-PEDRO GALVEZ,Trigo
10863,CAJAMARCA-SAN MARCOS-CHANCAY,Ajo
10864,CAJAMARCA-SAN MARCOS-GREGORIO PITA,Cebada grano
10865,CAJAMARCA-SAN MIGUEL-UNION AGUA BLANCA,Maiz amarillo duro
10866,CAJAMARCA-SAN PABLO-SAN BERNARDINO,Haba grano seco
10867,CUSCO-PAUCARTAMBO-PAUCARTAMBO,Cebada grano
10868,CUSCO-PAUCARTAMBO-CHALLABAMBA,Cebada grano
10869,CUSCO-PAUCARTAMBO-CHALLABAMBA,Trigo
10870,HUANCAVELICA-CHURCAMPA-CHINCHIHUASI,Cebada grano
10871,HUANCAVELICA-CHURCAMPA-PAUCARBAMBA,Cebada grano
10872,HUANCAVELICA-CHURCAMPA-PAUCARBAMBA,Trigo
10873,HUANCAVELICA-TAYACAJA-COLCABAMBA,Arveja grano seco
10874,HUANCAVELICA-TAYACAJA-COLCABAMBA,Frijol grano seco
10875,HUANCAVELICA-TAYACAJA-HUARIBAMBA,Cebada grano
10876,HUANCAVELICA-TAYACAJA-HUARIBAMBA,Trigo
10877,HUANCAVELICA-TAYACAJA-QUISHUAR,Arveja grano seco
10878,HUANCAVELICA-TAYACAJA-QUICHUAS,Cebada grano
10879,HUANCAVELICA-TAYACAJA-ANDAYMARCA,Cebada grano
10880,HUANUCO-DOS DE MAYO-RIPAN,Cebada grano
10881,HUANUCO-DOS DE MAYO-YANAS,Cebada grano
10882,HUANUCO-HUAMALIES-LLATA,Cebada grano
10883,HUANUCO-HUAMALIES-MIRAFLORES,Cebada grano
10884,HUANUCO-HUAMALIES-SINGA,Trigo
10885,HUANUCO-MARANON-HUACRACHUCO,Arveja grano seco
10886,HUANUCO-MARANON-HUACRACHUCO,Cebada grano
10887,HUANUCO-PACHITEA-CHAGLLA,Haba grano seco
10888,HUANUCO-YAROWILCA-CHAVINILLO,Cebada grano
10889,HUANUCO-YAROWILCA-OBAS,Cebada grano
10890,HUANUCO-YAROWILCA-PAMPAMARCA,Cebada grano
10891,ICA-CHINCHA-CHAVIN,Arveja grano verde
10892,ICA-CHINCHA-SAN JUAN DE YANAC,Maiz amarillo duro
10893,LA LIBERTAD-ASCOPE-CHICAMA,Arroz cascara
10894,LA LIBERTAD-BOLIVAR-CONDORMARCA,Arveja grano seco
10895,LA LIBERTAD-JULCAN-CALAMARCA,Arveja grano seco
10896,LA LIBERTAD-JULCAN-CALAMARCA,Trigo
10897,LA LIBERTAD-JULCAN-HUASO,Cebada grano
10898,LA LIBERTAD-OTUZCO-AGALLPAMPA,Cebada grano
10899,LA LIBERTAD-OTUZCO-SINSICAP,Maiz amilaceo
10900,LA LIBERTAD-SANTIAGO DE CHUCO-MOLLEBAMBA,Arveja grano seco
10901,LA LIBERTAD-SANTIAGO DE CHUCO-QUIRUVILCA,Arveja grano seco
10902,LIMA-CAJATAMBO-GORGOR,Trigo
10903,LIMA-CAJATAMBO-MANAS,Trigo
10904,LIMA-CANTA-CANTA,Maiz choclo
10905,LIMA-CANTA-LACHAQUI,Maiz choclo
10906,LIMA-OYON-PACHANGARA,Cebada grano
10907,LIMA-YAUYOS-AYAUCA,Maiz amilaceo
10908,MOQUEGUA-GENERAL SANCHEZ CERRO-UBINAS,Cebada grano
10909,PIURA-AYABACA-PACAIPAMPA,Haba grano seco
10910,PIURA-HUANCABAMBA-HUANCABAMBA,Camote
10911,PIURA-HUANCABAMBA-SONDORILLO,Maiz amarillo duro
10912,AMAZONAS-LUYA-LUYA,Papa nativa
10913,APURIMAC-ABANCAY-HUANIPACA,Arveja grano verde
10914,CAJAMARCA-CAJAMARCA-MAGDALENA,Frijol grano seco
10915,CAJAMARCA-CAJAMARCA-NAMORA,Cebada grano
10916,CAJAMARCA-CAJABAMBA-CACHACHI,Cebada grano
10917,CAJAMARCA-SAN MIGUEL-NIEPOS,Trigo
10918,CUSCO-ANTA-ZURITE,Zanahoria
10919,ICA-CHINCHA-SUNAMPE,Maiz amarillo duro
10920,LA LIBERTAD-PATAZ-SANTIAGO DE CHALLAS,Arveja grano verde
10921,LAMBAYEQUE-CHICLAYO-REQUE,Aji
10922,PIURA-AYABACA-AYABACA,Frijol grano seco
10923,PIURA-HUANCABAMBA-SAN MIGUEL DE EL FAIQUE,Frijol grano seco
10924,AMAZONAS-LUYA-PISUQUIA,Maiz amarillo duro
10925,ANCASH-SANTA-NEPEYA,Yuca
10926,APURIMAC-ANDAHUAYLAS-TALAVERA,Arveja grano verde
10927,CAJAMARCA-SAN PABLO-SAN BERNARDINO,Camote
10928,CAJAMARCA-SAN PABLO-SAN BERNARDINO,Frijol grano seco
10929,LA LIBERTAD-TRUJILLO-LAREDO,Aji
10930,LA LIBERTAD-PATAZ-TAYABAMBA,Trigo
10931,LAMBAYEQUE-LAMBAYEQUE-OLMOS,Yuca
10932,LIMA-CAJATAMBO-MANAS,Camote
10933,SAN MARTIN-PICOTA-SHAMBOYACU,Tomate
10934,CAJAMARCA-SAN MIGUEL-SAN MIGUEL,Maiz amarillo duro
10935,LIMA-CAJATAMBO-GORGOR,Maiz amilaceo
10936,MOQUEGUA-MARISCAL NIETO-TORATA,Papa color
10937,AMAZONAS-CHACHAPOYAS-BALSAS,Maiz amilaceo
10938,AMAZONAS-CHACHAPOYAS-CHUQUIBAMBA,Maiz amilaceo
10939,ANCASH-HUARMEY-COCHAPETI,Tomate
10940,ANCASH-HUARMEY-CULEBRAS,Maiz amarillo duro
10941,AREQUIPA-AREQUIPA-SAN JUAN DE SIGUAS,Cebolla cabeza roja
10942,AREQUIPA-AREQUIPA-SOCABAYA,Ajo
10943,AREQUIPA-AREQUIPA-YANAHUARA,Quinua
10944,CAJAMARCA-CONTUMAZA-CHILETE,Arroz cascara
10945,CAJAMARCA-CONTUMAZA-TANTARICA,Arroz cascara
10946,CAJAMARCA-SAN MIGUEL-SAN MIGUEL,Arroz cascara
10947,CAJAMARCA-SAN MIGUEL-EL PRADO,Arroz cascara
10948,CAJAMARCA-SAN MIGUEL-UNION AGUA BLANCA,Arroz cascara
10949,LA LIBERTAD-GRAN CHIMU-LUCMA,Arroz cascara
10950,LA LIBERTAD-GRAN CHIMU-MARMOT,Maiz amarillo duro
10951,LAMBAYEQUE-CHICLAYO-OYOTUN,Arroz cascara
10952,LAMBAYEQUE-FERRENAFE-PITIPO,Arroz cascara
10953,LIMA-BARRANCA-PARAMONGA,Maiz amarillo duro
10954,LIMA-CANTA-SANTA ROSA DE QUIVES,Camote
10955,LIMA-HUAROCHIRI-CUENCA,Zapallo
10956,PIURA-PIURA-CASTILLA,Maiz amarillo duro
10957,PIURA-PIURA-CATACAOS,Aji
10958,PIURA-PIURA-CURA MORI,Arroz cascara
10959,PIURA-PIURA-EL TALLAN,Tomate
10960,PIURA-PIURA-LA ARENA,Arroz cascara
10961,PIURA-PIURA-LA UNION,Arroz cascara
10962,PIURA-AYABACA-AYABACA,Arroz cascara
10963,PIURA-PAITA-LA HUACA,Tomate
10964,PIURA-SULLANA-MIGUEL CHECA,Camote
10965,PIURA-SULLANA-SALITRAL,Maiz choclo
10966,PIURA-SECHURA-BELLAVISTA DE LA UNION,Arroz cascara
10967,PIURA-SECHURA-BELLAVISTA DE LA UNION,Maiz amarillo duro
10968,PIURA-SECHURA-VICE,Camote
10969,SAN MARTIN-LAMAS-CUYUMBUQUI,Tomate
10970,TUMBES-TUMBES-TUMBES,Arroz cascara
10971,TUMBES-TUMBES-CORRALES,Arroz cascara
10972,TUMBES-TUMBES-SAN JACINTO,Arroz cascara
10973,TUMBES-ZARUMILLA-PAPAYAL,Maiz amarillo duro
10974,AMAZONAS-CHACHAPOYAS-LA JALCA,Zanahoria
10975,AMAZONAS-CONDORCANQUI-NIEVA,Arroz cascara
10976,ANCASH-AIJA-SUCCHA,Maiz amilaceo
10977,ANCASH-HUAYLAS-CARAZ,Trigo
10978,ANCASH-HUAYLAS-PAMPAROMAS,Trigo
10979,ANCASH-HUAYLAS-PUEBLO LIBRE,Trigo
10980,ANCASH-SANTA-SAMANCO,Maiz amarillo duro
10981,APURIMAC-CHINCHEROS-ROCCHACC,Zanahoria
10982,AREQUIPA-AREQUIPA-CAYMA,Ajo
10983,AREQUIPA-CAYLLOMA-HUANCA,Ajo
10984,CAJAMARCA-CELENDIN-SUCRE,Arveja grano seco
10985,CUSCO-ANTA-ANCAHUASI,Zanahoria
10986,HUANCAVELICA-TAYACAJA-PICHOS,Cebada grano
10987,LA LIBERTAD-PATAZ-TAYABAMBA,Arveja grano seco
10988,LA LIBERTAD-PATAZ-HUANCASPATA,Cebada grano
10989,LA LIBERTAD-PATAZ-SANTIAGO DE CHALLAS,Cebada grano
10990,LA LIBERTAD-PATAZ-SANTIAGO DE CHALLAS,Maiz amarillo duro
10991,LA LIBERTAD-SANCHEZ CARRION-CHUGAY,Cebada grano
10992,LA LIBERTAD-SANCHEZ CARRION-CHUGAY,Yuca
10993,LAMBAYEQUE-FERRENAFE-MANUEL A. MESONES MURO,Yuca
10994,LIMA-HUAURA-AMBAR,Frijol grano seco
10995,MOQUEGUA-GENERAL SANCHEZ CERRO-PUQUINA,Haba grano seco
10996,PIURA-AYABACA-FRIAS,Maiz amilaceo
10997,ANCASH-AIJA-SUCCHA,Trigo
10998,ANCASH-HUAYLAS-CARAZ,Cebada grano
10999,ANCASH-HUAYLAS-PAMPAROMAS,Arveja grano seco
11000,ANCASH-HUAYLAS-PAMPAROMAS,Arveja grano verde
11001,ANCASH-HUAYLAS-PAMPAROMAS,Frijol grano seco
11002,ANCASH-HUAYLAS-PUEBLO LIBRE,Cebada grano
11003,ANCASH-HUAYLAS-SANTA CRUZ,Arveja grano seco
